Text,Normalized Result
左颈 / 胸部 / 占位性 / 病变,颈部 / 占位 / 胸部 / 占位
右肘 / 部 / 擦皮 / 伤,肢 / 浅表 / 擦伤
喉癌 / 放疗,喉 / 恶性肿瘤 / 癌 / 恶性肿瘤 / 放疗
右肺 / 鳞癌 / Ⅲ / 期,右肺 / 恶性肿瘤 / 鳞状 / 细胞 / 癌
猫 / 抓伤 / 病史,哺乳动物 / 咬伤 / 抓伤 / 未 / 特指 / 场 / 损伤 / 史
腰间盘 / 突伴 / 椎 / 狭窄,腰椎间盘 / 突 / 腰椎 / 狭窄
慢性 / 支气炎 / 感染,慢性 / 支气炎 / 感染
颈 / 动脉硬化 / 狭窄,颈 / 动脉硬化 / 颈动脉 / 狭窄
右肢 / 猫 / 抓伤 / 口腔 / 动物 / 致伤,肢 / 损伤
新生儿 / 胎 / 粪 / 吸入 / 综合征 / 先心病 / 心衰 / 缺氧 / 缺血,新生儿 / 胎 / 粪 / 吸入 / 综合征 / 胎儿 / 先天性 / 心脏病 / 新生儿 / 心力衰竭
乏力 / 肝异 / 回声 / 区,乏力
腹部 / 神性 / 异 / 感觉,周围 / 神 / 系统 / 特殊 / 感觉 / 功 / 检查 / 异 / 结果
左 / 股骨 / 端 / 溶骨性 / 破坏,骨质 / 溶解
房间隔 / 膨卵园 / 孔未闭,卵 / 圆孔 / 未闭 / 先天性 / 房间隔 / 膨瘤
动脉 / 导未 / 关闭,动脉 / 导未闭
左 / 肱骨 / 头 / 坏死 / 伴 / 缺损 / 左 / 肩关节 / 继发性,肱骨 / 头 / 缺血性 / 坏死
胆栓 / 综合症,胆汁 / 浓缩 / 综合征
主动脉瓣 / 环升 / 主动脉 / 发育 / 差,先天性 / 主动脉弓 / 发育 / 良 / 先天性 / 升 / 主动脉 / 发育 / 良
食胃 / 静脉曲张,胃 / 静脉曲张 / 食 / 静脉曲张
下 / 咽部 / 差 / 分化腺癌,咽 / 恶性肿瘤 / 腺癌
B / 淋巴细胞 / 淋巴 / 组织 / 增生 / 性病,淋巴细胞 / 增殖性 / 疾病 / 淋巴 / 组织 / 增生
宫物 / 符合 / 胎盘 / 组织 / 残留,胎盘 / 部分 / 残留 / 伴血
颈动脉 / 硬斑,颈 / 动脉硬化
夜尿查,尿频
腰椎间盘 / 脱伴 / 脊髓 / 病,腰椎间盘 / 移位 / 脊髓 / 病
左 / 腘 / 窝 / 肌腱 / 劳损,身体 / 未 / 特指 / 部位 / 脱位 / 扭伤 / 劳损
颊 / 部血瘤,面部 / 血瘤
MR / 示 / 胸椎 / 体 / 水平 / 脊髓 / 后异 / 信号 / 影,特指 / 身体 / 结构 / 诊断 / 性影 / 检查 / 异
右肩 / 枪伤,肩部 / 开放性 / 损伤 / 枪 / 击伤
右眼 / 外眦部 / 鳞 / 状 / 细胞 / Ca,外 / 眦 / 恶性肿瘤 / 鳞状 / 细胞 / 癌
硬膜 / 下 / 硬膜外 / 血肿,硬膜 / 下 / 血肿 / 硬膜外 / 血肿
宫颈 / 恶性 / 肿,子宫颈 / 恶性肿瘤
左膝 / 股骨 / 髁 / 骨 / 转换 / 异 / 左 / 膝 / O,侧 / 膝关节 / 骨性 / 关节病 / 代谢性 / 骨病
消化性 / 溃疡 / 伴血 / 穿孔,消化性 / 溃疡 / 伴血 / 消化性 / 溃疡 / 伴 / 穿孔
睡眠 / 障碍 / 伴 / 焦虑,睡眠 / 障碍 / 焦虑 / 状态
分裂 / 胰腺 / 胰腺 / 狭窄,胰腺 / 分裂症
肝 / 肝细胞 / 异型 / 增生 / 胆 / 增生,肝细胞 / 典型 / 增生 / 胆道 / 典型 / 增生
肺泡 / 术后,肺疱 / 肺 / 术后
慢性 / 移植物 / 抗 / 宿主 / 反应 / 肺肝 / 皮肤 / 口腔,慢性 / 移植物 / 抗 / 宿主 / 病
动脉 / 小动脉 / 特指 / 疾患,动脉 / 小动脉 / 特指 / 疾患
脏器 / 功全 / 心脏 / 肾脏 / 消化道 / 凝血 / 代谢,脏器 / 功 / 障碍 / 综合征 / MODS
食 / 下端 / 溃疡 / 型 / 低 / 分化 / 癌 / pT,食 / 恶性肿瘤 / 癌
右侧 / 桡骨 / 远端 / 开放性 / 骨折,桡骨 / 远端 / 骨折 / 肢 / 开放性 / 骨折
扭伤 / 咽炎 / 感 / 肾虚,咽炎 / 呼吸道 / 感染
慢性 / 肾功全 / 冠状动脉 / 粥样 / 硬化性 / 心,慢性 / 肾功全 / 冠状动脉 / 粥样 / 硬化性 / 心脏病
特发性 / 肺动脉 / 高血压,原发性 / 肺动脉 / 高压
右 / 足趾 / 创伤性 / 足趾 / 断,趾断
狂犬 / 疫苗 / 后 / 急性 / 播散 / 性 / 脊髓 / 膜炎,疫苗 / 接种 / 后脑 / 脊髓炎 / 急性 / 播散 / 性脑 / 脊髓炎
新生儿 / 脓疮 / 病,新生儿 / 脓胞 / 疮 / 新生儿 / 脓疱 / 病
电解质 / 紊乱 / 低钠 / 钾 / 氯 / 血症,电解质 / 紊乱 / 低钠血症 / 低钾血症 / 低氯 / 血症
附件 / 膜 / 异位症,输卵 / 子宫 / 膜 / 异位症 / 卵巢 / 子宫 / 膜 / 异位症
左小腿 / 开放性 / 伤口 / 愈合 / 良,小腿 / 开放性 / 损伤 / 开放性 / 损伤 / 愈合 / 良
面部 / 双肢 / 皮肤 / 抓伤,面部 / 开放性 / 损伤 / 肢 / 开放性 / 损伤
发热 / 癌性,发热
交界 / 性逸搏 / 伴 / 完全性 / 右束 / 支 / 阻滞,结性逸搏 / 完全性 / 右束 / 支导 / 阻滞
左眼 / 先天性 / 瞳孔 / 异位 / 伴 / 闭锁,先天性 / 瞳孔 / 异位 / 先天性 / 瞳孔 / 闭锁
股癣 / 毛周 / 角化 / 症,股癣 / 毛发 / 苔藓
右侧 / 颈动脉 / 烟雾 / 综合征 / 外,烟雾 / 病脑底 / 异血 / 网病
颅颈髓 / 发 / 脱髓鞘 / 改变,脱髓鞘 / 病
宫颈 / 鳞癌 / IIb / 期 / 术后 / 化疗 / 后 / 盆腔 / 复发,子宫颈 / 恶性肿瘤 / 鳞状 / 细胞 / 癌 / 恶性肿瘤 / 术后 / 化疗 / 恶性肿瘤 / 复发
肢 / 火焰 / 烧伤,肢 / 烧伤 / 下肢 / 烧伤
子宫 / 肌瘤,子宫 / 平滑肌 / 瘤 / 子宫 / 平滑肌 / 瘤
右乳 / 增生 / 性炎,乳腺 / 增生 / 乳腺炎
左肺 / 周围 / 型 / 低 / 分化腺癌 / 隔 / 淋巴结 / 转移 / 呼吸道 / 感染,左 / 肺叶 / 恶性肿瘤 / 腺癌 / 隔 / 淋巴结 / 继发 / 恶性肿瘤 / 转移性 / 腺癌 / 呼吸道 / 感染
胎儿 / 双足 / 翻,先天性 / 翻足
膝部 / 软组织 / 损伤,下肢 / 未 / 特指 / 损伤 / 水平 / 未 / 特指
右 / 前臂 / 烧伤 / III / °,肢度 / 烧伤
胃角 / 印戒 / 细胞 / 癌,胃 / 恶性肿瘤 / 印戒 / 细胞 / 癌
乳腺癌 / 晚期 / 肺癌 / 癌性 / 疼痛 / 慢性 / 胃炎,乳腺 / 恶性肿瘤 / 肺 / 恶性肿瘤 / 慢性 / 胃炎 / 癌性 / 疼痛 / 癌
双眼 / 视神 / 发育 / 迟缓,视神 / 发育 / 良
胰后 / 脾 / 静脉 / 海绵 / 样变,海绵状 / 血瘤
右眼 / TERSON / 综合征,蛛网膜 / 下腔 / 血 / 玻璃体 / 血症 / Terson / 综合征
HL / 典型 / 结节 / 硬化 / 型 / IIB / 期 / 化疗 / 后,结节 / 硬化 / 型典 / 霍金 / 淋巴瘤 / 化学治疗
酒精性 / 肝 / 损坏,酒精性 / 肝病
阵发性 / 黑朦查,黑 / 矇
颏 / 瘘 / 下颌 / 前 / 牙根 / 尖 / 病变,牙源性 / 面部皮肤 / 瘘
直肠癌 / 盆腔 / 淋巴结 / 转移 / 术 / 前 / 放化疗,直肠 / 恶性肿瘤 / 盆腔 / 淋巴结 / 继发 / 恶性肿瘤 / 恶性肿瘤 / 术 / 前 / 放疗 / 恶性肿瘤 / 术 / 前 / 化疗 / 癌
基底节 / 发腔隙 / 性 / 脑梗死,腔隙性 / 脑梗死 / 基底节 / 脑梗死 / 发性 / 脑梗死
软骨 / 恶性肿瘤,未 / 特指 / 肢 / 骨关节 / 软骨 / 恶性肿瘤
特指 / 手指 / 部分 / 完全 / 断 / 左手 / 示指 / 缺,手指 / 创伤性 / 断 / 完全 / 部分 / 创伤性 / 手指 / 缺
FD / 肝曲 / 综合征,肠 / 易激 / 综合征 / 消化 / 良
左腕 / 软组织 / 割伤,腕部 / 开放性 / 损伤
主观性 / 头昏 / 重度 / 焦虑 / 伴 / 躯体 / 化,头晕 / 焦虑 / 状态
无精症 / 右 / 阴囊 / 占位,无 / 精子 / 症 / 男性 / 生殖器 / 占位
L / 椎体 / 轻度 / 陈旧 / 压缩 / 改变,腰椎 / 压缩性 / 骨折 / 陈旧性 / 腰椎 / 骨折 / 腰椎 / 骨折 / L
非 / 酒精性 / 脂肪肝 / 病,脂肪肝
右导 / 乳头状 / 瘤,导 / 乳头状 / 瘤
胃癌 / 术后 / 高血压病,胃 / 术后 / 胃 / 恶性肿瘤 / 癌 / 高血压
右 / 肺癌 / 治疗 / 后,右肺 / 恶性肿瘤 / 癌
特指 / 胎盘 / 疾病 / 组织 / 物 / 残留,胎盘 / 疾患 / 胎盘 / 部分 / 残留 / 伴血
脏器 / 功全累 / 肝脏 / 血液 / 心肌,脏器 / 功 / 障碍 / 综合征 / MODS
慢性 / 炎症性 / 脱髓鞘 / 性 / 发性 / 神病,慢性 / 炎性 / 脱鞘性 / 发性 / 神根 / 神病 / 慢性 / 吉兰 / 巴雷 / 巴利 / 综合征
GP / 孕周 / RO / 平产 / 中海 / 贫血 / 中度 / 贫血,头 / 位产 / 中海 / 贫血 / 中度 / 贫血
双侧 / 卵巢 / 中 / 低 / 分化腺癌 / IIb / 期,卵巢 / 恶性肿瘤 / 腺癌
左乳 / 包块 / 孕 / 月,乳房 / 肿物 / 孕周
甲状腺癌 / 术后 / 复发 / 气 / 侵犯,甲状腺 / 术后 / 甲状腺 / 恶性肿瘤 / 气 / 继发 / 恶性肿瘤 / 癌 / 恶性肿瘤 / 复发
右乳 / 浸润性 / TNMHer / 阳性 / 型,乳腺 / 恶性肿瘤
发 / 颌面 / 骨 / 骨折,面骨发 / 性骨折
结肠 / 腺癌 / Ⅳ / 期,结肠 / 恶性肿瘤 / 腺癌
子宫 / 粘膜 / 下 / 平滑肌 / 瘤,子宫 / 粘膜 / 下 / 平滑肌 / 瘤 / 子宫 / 平滑肌 / 瘤
甲状腺 / 非 / 霍金 / 淋巴瘤,甲状腺 / 淋巴瘤 / 非 / 霍金 / 淋巴瘤
痔伴 / 血 / 感染,血性 / 痔 / 感染
特指 / 胎盘 / 疾病 / 低置 / 胎盘 / 状态,胎盘 / 疾患 / 低置 / 胎盘
右乳 / 发 / 纤维 / 腺瘤,乳腺 / 良性肿瘤 / 纤维 / 腺瘤
肝 / 组织 / 分化腺癌,肝 / 恶性肿瘤 / 腺癌
系 / 下降 / 查 / 血液 / 系统疾病 / 嗜血 / 综合症,全 / 血细胞 / 减少 / 噬 / 血细胞 / 综合征
悬雍垂 / 先天性 / 分裂,悬雍垂裂
右 / 颌下腺 / 复发性 / 涎腺 / 混合 / 瘤,颌下腺 / 良性肿瘤 / 形性 / 腺瘤
左小腿 / 隐 / 静脉 / 轻度 / 曲张,隐 / 静脉曲张
药疹 / StevensJohnson / 综合征,药物 / 性皮炎 / 药疹 / 史蒂文斯 / 约翰逊 / 综合征
非 / 化脓性 / 静脉 / 窦 / 血栓 / 形成,非 / 化脓性 / 颅 / 静脉 / 窦 / 血栓 / 形成
声新 / 生物,声息 / 肉
右小腿 / 踝部 / 软组织 / 伤,下肢 / 未 / 特指 / 损伤 / 水平 / 未 / 特指
女性 / 中 / 肾囊肿,女性 / 中 / 肾囊肿
双侧 / 阴囊 / 坏死 / 左侧 / 精索 / 睾丸 / 缺失,后天性 / 阴囊 / 缺失
眼部 / 神 / 挫伤,身体 / 未 / 特指 / 部位 / 神 / 损伤
坏疽 / 性 / 胆囊炎,急性 / 坏疽 / 性 / 胆囊炎
搬运 / NaOH / 时 / 口腔 / 灼伤,口腔 / 咽喉部 / 损伤
右踝 / 距骨 / 舟骨 / 跖骨 / 异 / 型号 / 骨 / 梗死,骨坏死
原发性 / 肝癌 / 术后 / 左肝,肝 / 术后 / 肝 / 恶性肿瘤 / 癌
右肾 / 肾腺 / 腺瘤,肾腺 / 良性肿瘤 / 腺瘤
淋巴结 / 窦 / 组织细胞 / 增症,窦 / 组织细胞 / 增伴 / 巨 / 淋巴结 / 病 / RosaiDorfman / 病
神痛 / 胃肠 / 性感,神痛 / 胃肠 / 型感
脑小血病 / 糖尿病 / 性 / 感觉 / 运动性 / 周围 / 神 / 病变,糖尿病 / 性 / 周围 / 神病 / 脑血病
左 / 颈部 / 淋巴结 / Castleman / 病 / 浆细胞 / 型,Castleman / 病
直肠 / 乙状结肠 / 交界 / 腺癌,直肠 / 乙状结肠 / 接部 / 恶性肿瘤 / 腺癌
停周 / B超 / 提示 / 胎儿 / 肠 / 明显 / 扩张,妊娠 / 状态
糖尿病足 / 右足 / 感染,糖尿病足 / 感染
乳腺 / 恶性肿瘤 / 治疗 / 后诊 / 检查,乳腺 / 恶性肿瘤 / 恶性肿瘤 / 治疗 / 后诊 / 检查
双侧 / 胸腔 / 积液 / 伴肺 / 膨胀 / 全,胸腔 / 积液
溃疡 / 浸润 / 型 / 低 / 分化腺癌,腺癌
右乳 / 纤维 / 囊性 / 增生,乳腺 / 囊性 / 增生 / 病
右 / 乳腺 / 浸润性 / 导癌 / TNM / Ⅰ / 期,乳腺 / 恶性肿瘤 / 浸润性 / 导癌
胃 / 平滑肌 / 瘤,平滑肌 / 瘤胃 / 良性肿瘤
外阴 / 纤维 / 皮 / 间质性 / 息肉,外阴 / 皮赘
宫颈 / cin / 宫腔 / 质 / 回声 / 性质 / 查,子宫颈 / 皮瘤 / 变 / III / 级 / CINIII / 级
双下肢 / 溃疡 / 伴 / 感染,下肢 / 溃疡 / 下肢 / 软组织 / 感染
左 / 下肢 / 周围 / 神 / 病变 / 腰 / 骶 / 病变,发性 / 神病 / 发性 / 神炎 / 周围 / 神炎
右手 / 拇指 / 指甲 / 剥脱 / 伴甲床 / 破裂,甲脱
腰椎 / 体 / 压缩性 / 骨折,腰椎 / 压缩性 / 骨折
钙化 / 皮瘤 / 化脓性 / 肉芽肿,毛 / 母质 / 瘤 / 化脓性 / 肉芽肿
双侧 / 颈 / 总 / 动脉 / 分叉 / 处 / 混斑 / 中度 / 狭窄,颈 / 总 / 动脉 / 狭窄 / 颈 / 总 / 动脉 / 斑块
直肠 / 绒毛状 / 状 / 腺瘤 / 伴 / 低度 / 皮瘤 / 变,直肠 / 良性肿瘤 / 状 / 绒毛状 / 腺瘤
宫颈 / 皮瘤 / 样变 / III / 级 / 累腺,子宫颈 / 皮瘤 / 变 / III / 级 / CINIII / 级
B / 楔状缺损 / CD / 重度 / 磨损,牙齿 / 楔状缺损 / 牙齿 / 磨损
db / 主气 / 阻塞 / db,呼吸道 / 梗阻
新生儿 / 肝 / 胆红素 / 血症,新生儿 / 高 / 胆红素 / 血症
发热 / 查化 / 扁 / 肺炎,发热 / 急性 / 化脓性 / 扁桃体炎 / 肺炎
全身 / 骨关节 / 先天 / 发育 / 良,骨骼 / 发育 / 良
牙质 / 敏 / 创伤性 / 根周 / 膜炎 / 牙体 / 楔状缺损,牙质 / 敏症 / 牙齿 / 楔状缺损 / 牙 / 相关 / 组织 / 损伤
乳癌 / 免疫力 / 低下,乳腺 / 恶性肿瘤 / 癌
额窦炎,颌 / 窦炎
左 / 踝关节 / 病变,关节病
左示 / 中指 / 撕脱 / 性骨折,指骨 / 骨折
肾小球 / 肾炎 / 丙肝 / 携 / 高血压 / 肝 / 损害,肾小球 / 肾炎 / 丙型肝炎 / 病毒 / 携 / 高血压 / 肝 / 损害
妊娠 / 晚期 / 胎盘 / 胎膜 / 脐致 / 正,妊娠 / 状态
舌 / 右侧 / 缘 / 鳞癌 / cTM / Ⅱ / 期,舌缘 / 恶性肿瘤 / 鳞状 / 细胞 / 癌
脑血病 / 呼吸道 / 感染,脑血病 / 呼吸道 / 感染
肾 / 错构瘤 / 右,肾 / 错构瘤
双肺 / 肺疱,肺疱
宫颈 / 粘液性 / 腺癌 / IB / 期 / 术后,子宫颈 / 恶性肿瘤 / 粘液腺癌 / 子宫 / 术后
子宫颈 / 神 / 分泌 / 癌 / IIB / 期 / 放化疗 / 后,子宫颈 / 恶性肿瘤 / 神 / 分泌 / 癌 / 恶性肿瘤 / 放疗 / 化学治疗
环枕 / 融合 / 环枢 / 脱位,先天性 / 环枕 / 融合 / 寰 / 枢椎 / 脱位
质粘畅,异
胃肠炎 / 口腔溃疡,胃肠炎 / 口腔 / 黏膜 / 溃疡
右 / 睾丸 / 精原细胞 / 瘤 / TNM,精原细胞 / 瘤 / 睾丸 / 恶性肿瘤
双眼 / 糖尿病 / 性病变,未 / 特指 / 糖尿病 / 伴眼 / 发症
应激 / 性溃疡 / 伴 / 消化道 / 血,应激 / 性溃疡 / 伴血 / 消化道 / 血
髋关节 / 挛缩 / 畸形,髋关节 / 僵硬
左眼 / 部 / 挫伤,眼睑 / 眼周区 / 挫伤
急性 / 普通 / B / 淋巴细胞 / 血病 / L / 型 / 中危 / 缓解 / 期,急性 / 淋巴细胞 / 血病 / L / 急性 / 淋巴细胞 / 血病 / L / 型 / B / 细胞 / 急性 / 淋巴细胞 / 血病
双 / 小腿 / 皮肤 / 皮下 / 结节性 / 病变,下肢 / 占位
乙状结肠 / 降 / 结肠 / 交界处 / 状 / 腺瘤,结肠 / 良性肿瘤 / 状 / 腺瘤
完全性 / 肺静脉 / 异位 / 引流 / 心下型 / 梗阻 / 型,完全性 / 肺静脉 / 异位 / 引流 / 心下型
颈椎 / 硬膜外 / 血肿 / 伴全 / 瘫,完全性 / 瘫痪 / 硬膜外 / 血肿
发热 / 伴 / 抽搐 / 原查,发热 / 明原 / 抽搐
甲亢 / 性 / 周期性 / 麻痹,甲状腺 / 功 / 亢进症 / 合 / 周期性 / 麻痹
直肠癌 / cm / 术前 / 放疗,直肠 / 恶性肿瘤 / 恶性肿瘤 / 术 / 前 / 放疗 / 癌
乳腺 / 增生 / 导 / 扩张 / 纤维 / 腺瘤 / 样 / 增生,乳腺 / 增生 / 乳腺 / 导 / 扩张 / 症 / 纤维 / 腺瘤 / 乳腺 / 良性肿瘤
右 / 食指 / 蜂 / 蜇伤,手指 / 损伤 / 蜂 / 螫 / 伤
左足 / 拇趾 / 趾甲 / 剥脱 / 甲床 / 破裂,甲脱
右 / 肺叶 / 硬结 / 灶 / 性质 / 查,肺 / 诊断 / 性影异
原发 / 孕 / 子宫 / 全膈,原发 / 孕 / 子宫 / 全隔
左室 / 心性 / 肥厚 / 左房 / 增,心室 / 肥厚
右颌 / 窦量 / 胶原 / 变性 / 组织 / 伴钙盐 / 沉积,钙质 / 沉症
胃 / 无力 / 症,胃 / 麻痹
反复 / 发作 / 低血糖,低血糖症
甲状腺 / 功 / 亢进 / 桥氏 / 甲亢 / 性,慢性 / 淋巴细胞 / 性 / 甲状腺炎 / 甲状腺 / 功 / 亢进症
妊娠 / 周 / 孕产 / LO / 胎膜 / 早破,孕周 / 胎膜 / 早破
双下肢 / 感觉 / 肌力 / 异小 / 障碍,排 / 困难 / 排尿 / 困难
慢性 / 心功 / 衰竭 / 心功级 / c / 期,心功 / III / 级 / NYH / 分级 / 慢性 / 心力衰竭
沸水 / 烫伤 / 未愈 / 肉芽 / 创面 / 躯干 / 双下肢 / 左,沸水 / 烫伤 / 躯干部 / 烫伤 / 下肢 / 烫伤
M / 蛋 / 血症 / 意义 / 未明株 / 免疫 / 球蛋 / 血症,意义 / 未 / 明 / 克隆 / 丙种 / 球蛋病
慢性 / 鼻 / 鼻窦炎 / 伴右 / 鼻息肉,慢性 / 鼻窦炎 / 鼻息肉
右前 / 隔类 / 椭圆形 / 囊 / 性病变 / 良性 / 病变,隔 / 囊肿
高血压 / 特病,高血压
恶心 / 纳差 / 查,恶心 / 食欲 / 振
糖尿病 / 性神炎 / 反复 / 发作 / 低血糖,糖尿病 / 神炎 / 低血糖
升结肠 / 息肉,结肠 / 息肉
碘 / 治疗 / 后甲减,碘性 / 甲状腺 / 功 / 减退
食下 / 段 / 鳞癌,食下分 / 恶性肿瘤 / 鳞状 / 细胞 / 癌
右肾 / 肾小球 / 广泛 / 玻璃 / 样 / 变性,肾小球 / 病
右 / 乳腺 / 非 / 特殊 / 型 / 浸润性 / 癌,乳腺 / 恶性肿瘤 / 癌
双乳 / 溢 / 奶液,溢乳
咯血 / 查支气 / 扩张 / 伴 / 感染 / 肺 / 恶性肿瘤,咯血 / 支气 / 扩张 / 症 / 感染 / 肺 / 恶性肿瘤
腰 / 僵年 / 强脊炎,强直性 / 脊柱炎
慎 / 玻璃 / 割伤 / 右手 / 食指,手指 / 开放性 / 损伤 / 玻璃 / 割伤
发性 / 骨髓瘤 / KPP / 轻链 / 型 / DS / 分期 / IIB / 期 / ISS / 分期 / III / 期,发性 / 骨髓瘤 / 轻链 / к / 型 / 发性 / 骨髓瘤 / ISS / 分期 / III / 期 / 发性 / 骨髓瘤 / DS / 分期 / II / 期 / B / 组
肺癌 / 骨转移 / 截瘫,肺 / 恶性肿瘤 / 骨 / 继发 / 恶性肿瘤 / 未 / 特指 / 截瘫 / 癌 / 转移性 / 癌
左腭 / C / 手术 / 后 / 术后 / 放疗 / 化疗,腭 / 恶性肿瘤 / 恶性肿瘤 / 术后 / 化疗 / 恶性肿瘤 / 术后 / 放疗 / 癌
左膝 / 股骨 / 外 / 髁 / 面积 / 骨 / 软骨 / 剥脱 / 伴游 / 体 / 形成,膝关节 / 骨 / 软骨 / 炎 / 膝关节 / 游体
孕产 / 孕周产 / 胎膜 / 早破,孕周 / 胎膜 / 早破
左 / 肾 / 集合 / 癌 / 化疗 / 后 / 细胞 / 减少 / 发热 / 呼吸道 / 感染 / 嗽 / 痰 / 中血 / 化疗 / 后 / 血小板 / 低,肾 / 恶性肿瘤 / 集合 / 癌 / 化疗 / 药物 / 反应 / 细胞 / 减少 / 发热 / 呼吸道 / 感染 / 嗽 / 化疗 / 药物 / 反应 / 药物性 / 血小板 / 减少
右 / 肺叶 / 侵润性 / 腺癌,右 / 肺叶 / 恶性肿瘤 / 腺癌
糖尿病 / 特病 / 开药,糖尿病
非 / 霍金 / 淋巴瘤 / 口腔溃疡 / 化疗 / 期间 / 细胞 / 减少 / 失眠 / 伴 / 焦虑 / 抑郁 / 状态,非 / 霍金 / 淋巴瘤 / 口腔 / 黏膜 / 溃疡 / 化学治疗 / 细胞 / 减少 / 失眠 / 焦虑 / 状态 / 抑郁 / 状态
右乳 / 浸润性 / 癌 / 分泌 / 治疗,乳腺 / 恶性肿瘤 / 浸润性 / 导 / 小叶 / 性癌 / 恶性肿瘤 / 分泌 / 治疗
低钠 / 低 / 氯 / 原查 / 继发性 / 肾腺 / 皮质 / 功,低钠血症 / 低氯 / 血症
高血压 / 冠心病 / 关节炎 / 牙痛,高血压 / 冠状动脉 / 粥样 / 硬化性 / 心脏病 / 关节炎 / 牙痛
右 / 膝部 / 完全 / 盘状 / 月 / 板 / 髌骨 / 侧 / 皱襞,先天性 / 盘状 / 月 / 板
右手 / 拇指 / 挤压 / 断伤,拇指 / 挤压 / 伤 / 手指 / 开放性 / 损伤
双侧 / 小乳症 / Tunner / 综合症,特纳 / 综合征 / Turner / 综合征 / 先天性 / 小乳
卵巢 / 腺癌 / III / 期,卵巢 / 恶性肿瘤 / 腺癌
左腿 / 皮下 / 粉瘤,皮脂腺 / 囊肿
血液 / 透析 / 导 / 相关性 / 感染,透析 / 导引 / 机械性 / 发症 / 血导 / 相关性 / 感染
颌下腺 / 腺泡 / 轻度 / 扩张 / 符合 / 涎石 / 症,涎石病
甲状腺 / 全叶 / 乳头状 / 癌,甲状腺 / 恶性肿瘤 / 甲状腺 / 乳头状 / 癌
臀部 / 皮脂腺 / 囊肿,皮脂腺 / 囊肿
副 / 乳腺癌,副 / 乳腺 / 恶性肿瘤 / 癌
心功 / Ⅲ / 级 / 卵 / 圆孔 / 未闭,心功 / III / 级 / NYH / 分级 / 卵 / 圆孔 / 未闭
急性肾炎 / 综合症,急性肾炎 / 综合征
浮肿 / 查 / 心源性 / 浮肿 / 营养性,水肿 / 营养性 / 水肿
心功全 / 肺部 / 感染 / 梅毒 / 房颤 / 糖尿病 / 高血压病,心功全 / 肺部 / 感染 / 梅毒 / 心房颤动 / 心房 / 纤颤 / 糖尿病 / 高血压
胆肠 / 吻合 / 状态,肠 / 吻合 / 状态
冠脉 / 搭桥术 / 后,冠状动脉 / 搭桥术 / 后
左侧 / 肩胛骨 / 放疗 / 后,放射治疗
直肠癌 / 新 / 辅助 / 放化疗 / 后,直肠 / 恶性肿瘤 / 恶性肿瘤 / 放疗 / 化学治疗 / 癌
脂肪 / 脊髓 / 脊膜 / 膨,脊髓 / 脊膜 / 膨
宫颈 / 湿疣 / 阴道 / 湿疣,尖锐湿疣 / 肛门 / 生殖器 / 疣
猩红热 / 心肌炎,猩红热 / 心肌炎
发颅 / 动脉 / 狭窄,动脉 / 狭窄
早孕 / 宫宫 / 外尚 / 无法 / 确,妊娠 / 状态
直肠 / 绒毛状 / 腺瘤 / 直肠 / 绒毛状 / 腺瘤,状 / 绒毛状 / 腺瘤 / 直肠 / 良性肿瘤
左 / 鼻窦 / 鼻腔 / 新 / 生物,鼻窦 / 息肉 / 鼻腔 / 息肉
关节 / 术后 / 状态,关节 / 术 / 状态
肝曲 / 横结肠 / 绒毛状 / 腺瘤 / 伴 / 中度 / 异型 / 增生,横结肠 / 良性肿瘤 / 状 / 绒毛状 / 腺瘤
左侧 / 头面 / 颈部 / 刀伤,面部 / 开放性 / 损伤 / 颈部 / 开放性 / 损伤 / 头部 / 开放性 / 损伤
急性 / 脑梗死 / 右侧 / 额叶 / 岛叶室 / 旁发 / 急性 / 梗塞,脑梗死 / 发性 / 脑梗死
右侧 / 卵巢囊肿 / 术后,卵巢囊肿 / 卵巢 / 术后
左 / 肾 / 静脉 / 畸形,肾血 / 畸形
右 / 中指 / 末节 / 开放 / 伤伴 / 指 / 深屈 / 肌腱 / 指神 / 损伤,手指 / 开放性 / 损伤 / 指神 / 损伤 / 手部 / 肌肉 / 肌腱 / 损伤
颞部 / 皮肤 / 松弛,面部皮肤 / 松弛
右足 / 麻木 / 天神 / 病变,未 / 特指 / 神病
高 / LGE / 综合征,高 / IgE / 综合征
原发性 / 甲状腺 / 功 / 亢进症,原发性 / 甲状腺 / 功 / 亢进
右 / 肾结石 / 伴 / 肾积水,肾积水 / 伴 / 肾结石
双眼 / 周 / 色素 / 沉,色素 / 沉 / 特指 / 疾患
头颈部 / 皮下 / 肿物,头部 / 肿物 / 颈部 / 肿物
右眼 / 裂小查,睑裂 / 狭小
卵巢癌 / 尿频,卵巢 / 恶性肿瘤 / 癌 / 尿频
右股 / 静脉 / 时导 / 置术 / 已拔,肾 / 透析 / 时 / 静脉 / 拔
颈 / 腰部 / 软组织 / 劳损,肩 / 颈部 / 劳损 / 腰部 / 劳损
右腕 / 掌 / 割伤,腕部 / 开放性 / 损伤 / 手掌 / 开放性 / 损伤
肾虚 / 低 / 细胞 / 血症,细胞 / 减少
慢性 / 肾脏病 / 矿物质 / 骨 / 代谢 / 异,慢性 / 肾病 / 矿物质 / 代谢 / 紊乱
育 / 精子 / 减少 / 症,男性 / 育症 / 少 / 精子 / 症
