Text,Normalized Result
脑卒中 / 高血压 / 高脂血症,脑卒中 / ## / 高血压 / ## / 高脂血症
骨关节 / 病右 / 膝关节 / 置换术 / 后,单侧 / 膝关节 / 骨性 / 关节病 / ## / 人工关节 / 术后
原发 / 不育 / 月经不调 / 多囊症,原发 / 不孕 / ## / 月经 / 紊乱 / ## / 多囊 / 卵巢 / 综合征 / SteinLeventhal / 综合征
右侧 / 冈上 / 肌腱 / 退变 / 部分 / 撕裂,肩部 / 损伤
妊娠 / 滋养 / 细胞 / 肿瘤 / 第八次 / 化疗,滋养 / 细胞 / 病 / ## / 化学治疗
轻度 / 抑郁 / 伴 / 躯体 / 化 / 功能障碍,伴有 / 躯体 / 症状 / 的 / 轻度 / 抑郁 / 发作
慢性 / 炎症性 / 脱髓鞘 / 性多 / 神经 / 根 / 神经病,脱髓鞘 / 病
代谢性 / 骨病 / 右 / 股骨 / 颅骨 / 病变,代谢性 / 骨病
全身 / 多处 / 转移性 / 骨肿瘤,骨 / 继发 / 恶性肿瘤 / ## / 转移性 / 肿瘤
大便 / 次数 / 增多 / 回盲部 / 隆起,大便 / 习惯 / 改变
左 / 上颌 / 窦 / 真菌 / 送检 / 为 / 真菌 / 团 / 倾向 / 为 / 曲霉菌,上颌 / 窦 / 曲霉菌 / 病
急性 / 非 / ST / 段 / 抬高 / 型 / 心肌梗塞 / PCI / 至 / RCA,冠状动脉 / 支架 / 植入术 / 后 / 状态 / ## / 急性 / 非 / ST / 段 / 抬高 / 型 / 心肌梗死
老年性 / 白内障 / 术 / 前,老年性 / 白内障 / ## / 眼 / 术后
周围神经 / 病变 / 壶 / 腹部 / 十二指肠 / 壁 / 导管 / 异位,多发性 / 神经病 / 多发性 / 神经炎 / 周围 / 神经炎 / ## / 十二指肠 / 异位 / 胰腺
泪溢 / 左眼 / 高 / 眼压,高 / 眼压 / 症 / ## / 泪溢
慢性 / 免疫 / 介导 / 性 / 周围神经 / 病变,免疫 / 相关性 / 周围 / 神经病
两侧 / 基底节 / 腔隙性 / 梗塞,腔隙性 / 脑梗死 / ## / 基底节 / 脑梗死
右眉 / 弓 / 玻璃 / 划伤,玻璃 / 割伤 / ## / 前额 / 开放性 / 损伤
肾结石 / 术后,肾结石 / ## / 肾 / 术后
输尿管 / 结石 / 体外 / 碎石 / 术后,输尿管 / 结石 / ## / 输尿管 / 术后
骶 / 尾部 / 囊肿,骨盆 / 部 / 囊肿
距 / 肛门 / 15cm8cm / 管状腺瘤,管状腺瘤 / ## / 直肠 / 良性肿瘤
肝 / 内外 / 胆管 / 结石 / 并 / 急性 / 胆管炎,胆管 / 结石 / ## / 急性 / 胆管炎
左侧 / 颈动脉 / 海绵 / 窦瘘,海绵 / 窦 / 动静脉 / 瘘
血小板 / 减少 / 性 / 紫癜,特发性 / 血小板 / 减少 / 性 / 紫癜
胎儿 / 13 / 三 / 体型 / 综合征,13 / 三体 / 综合征 / Patau / 综合征
多发性 / 周围神经 / 损害,多发性 / 神经病 / 多发性 / 神经炎 / 周围 / 神经炎
左侧 / 肋骨 / 骨 / 挫伤,肋骨 / 骨折
多发 / 椎体 / 骨质 / 破坏 / 并 / 不 / 全瘫,不完全性 / 瘫痪 / ## / 骨质 / 破坏
腹股沟 / 淋巴结 / 肿块,腹股沟 / 淋巴结 / 肿大
妄想,妄想 / 状态
退 / 变性 / 椎间盘 / 病 / DDD,椎间盘 / 变性
母体 / 前置 / 胎盘 / 新生儿,胎儿 / 和 / 新生儿 / 受 / 前置 / 胎盘 / 的 / 影响
送检 / 左舌 / 背 / 纤维 / 脂肪组织 / 增生 / 伴 / 表面 / 鳞状,舌鳞状 / 上皮 / 增生
急性 / 髓系 / 白血病 / ## / 异 / 基因 / 造血 / 干细胞 / 移植术,急性 / 髓系 / 白血病 / ## / 造血 / 干细胞 / 移植 / 状态
颅内 / 癌,颅内 / 恶性肿瘤 / ## / 癌
右肺 / 腺癌 / 伽玛刀 / 治疗 / 后 / 化疗 / 后,右肺 / 恶性肿瘤 / ## / 腺癌 / ## / 化学治疗 / ## / 恶性肿瘤 / 放疗
双肺 / 纹理 / 增粗 / 左下 / 肺 / 纤维 / 索条 / 病变,肺 / 诊断 / 性 / 影像 / 异常
工作 / 时 / 与 / 小偷 / 搏斗 / 摔伤,工作 / 中 / 的 / 意外 / 损伤 / ## / 摔伤
慢性 / 轻度 / 丙型 / 病毒性 / 肝炎,慢性 / 丙型 / 病毒性 / 肝炎
停经 / 23 / 周 / 发现 / 胎儿 / 胃泡 / 旁 / 点状 / 强 / 回声,孕 / 23 / 周
肝外 / 中 / 低 / 分化 / 胆管 / 腺癌,胆管 / 腺癌
左眼 / 黄斑 / 穿孔,黄斑 / 裂孔
宫颈癌 / Ⅱ / B / 放疗,子宫颈 / 恶性肿瘤 / ## / 放射治疗 / ## / 癌
1 / 多发性 / 腔隙性 / 梗塞,腔隙性 / 脑梗死 / ## / 多发性 / 脑梗死
孕 / 1 / 产 / 0 / 宫内 / 妊娠 / 37 / 周单 / 活胎 / LOA,孕 / 37 / 周
移位 / 甲状腺,甲状腺 / 异位
脑神经 / 脱髓鞘 / 样 / 改变,脱髓鞘 / 性 / 脑病
胸髓 / 压迫 / 症伴 / 截瘫,脊髓 / 压迫 / 症 / ## / 未 / 特指 / 的 / 截瘫
壶 / 腹部 / 中 / 分化腺癌,法特 / 壶 / 腹 / 恶性肿瘤 / ## / 腺癌
胃低 / 中 / 分化腺癌,胃 / 恶性肿瘤 / ## / 腺癌
双侧 / 乳癌 / 根治术,双侧 / 乳腺 / 恶性肿瘤 / ## / 癌 / ## / 化学治疗
PSVT,阵发性 / 室上性 / 心动过速
颅内 / 动脉 / 多发 / 斑块 / 伴 / 轻度 / 狭窄,动脉 / 狭窄
右肺 / 下叶 / 腺癌 / IVA / 期,右肺 / 下叶 / 恶性肿瘤 / ## / 腺癌
多发 / 张力性 / 水疱 / 右 / 上肢,上肢 / 浅表 / 水疱
原发性 / 支气管 / 肺癌 / 左上 / 肺 / 鳞癌 / cT2aN3M0 / Ⅲ / B / 期 / PS1 / 分,左肺 / 上叶 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌
结肠癌 / 晚期 / 肛周 / 疼痛 / 待查,结肠 / 术后 / ## / 结肠 / 恶性肿瘤 / ## / 癌 / ## / 疼痛
维生素 / D / 缺乏性 / 骨 / 软化,维生素 / D / 缺乏 / ## / 骨 / 软化 / 症
主动脉弓 / 缩窄 / 心功能 / 低下,心功能 / 不全 / ## / 主动脉 / 缩窄
肋骨 / 骨 / 纤维 / 异样 / 增殖 / 症,肋骨 / 纤维 / 异常 / 增殖 / 症
原发性 / 扩张型 / 心肌病 / 全 / 心 / 扩大 / 心房 / 纤颤 / 偶发 / 室性早搏 / 心功能 / Ⅲ / 级,扩张性 / 心肌病 / 充血性 / 心肌病 / ## / 心脏 / 扩大 / ## / 心房颤动 / 心房 / 纤颤 / ## / 室性 / 期前 / 收缩 / ## / 心功能 / III / 级 / NYHA / 分级
子宫 / 增大 / 见 / 节育器 / 影,具有 / 子宫 / 内 / 避孕 / 装置
淤血 / 性 / 脾肿大 / 另 / 送 / 副 / 脾 / 组织,先天性 / 副 / 脾 / ## / 脾大
宫颈 / CINI,子宫颈 / 上皮 / 瘤样 / 病变 / CINI / 级
CHDHF,冠状动脉 / 粥样 / 硬化性 / 心脏病 / ## / 心力衰竭
右足 / 第 / 4 / 跖骨 / 右足 / 跟 / 骨及 / 舟骨 / 撕脱 / 性骨折,跖骨 / 骨折 / ## / 跟 / 骨 / 骨折 / ## / 足 / 舟骨 / 骨折
HCC / 介入 / 治疗 / 后 / ## / HCC,肝细胞 / 癌 / ## / 肝细胞 / 癌 / ## / 恶性肿瘤 / 介入 / 治疗
妊娠 / 合并 / 肝 / 血管瘤,肝 / 血管瘤 / ## / 妊娠 / 状态
胃窦 / 中 / 低 / 分化 / 管状 / 腺癌,胃窦 / 恶性肿瘤 / ## / 管状 / 腺癌
右侧 / 腹股沟 / 区 / 疼痛,疼痛
经 / 尿道 / 输尿管 / 软镜 / 激光 / 碎石 / 术,输尿管 / 结石
下肢 / 动脉硬化 / 症,肢体 / 动脉硬化
背部 / pnet / 化疗,原始性 / 神经 / 外 / 胚瘤 / ## / 化学治疗
双肋缘 / 明显 / 外翻 / 原因 / 待查 / 胃口 / 差 / 抵抗 / 差,食欲不振 / ## / 肋骨 / 畸形
孤立 / 性 / ACTH / 缺乏 / 继发 / 肾上腺 / 皮质 / 机能减退,孤立 / 性 / ACTH / 缺乏症 / IAD
球菌 / 性 / 龈口炎,口炎 / ## / 细菌 / 感染
新生儿 / 缺陷 / 缺氧性 / 脑病 / 后遗症,新生儿 / 缺氧 / 缺血性 / 脑病 / ## / 缺血 / 缺氧性 / 脑病 / 后遗症
右下 / 肺 / 间质 / 病变 / 原因 / 陈旧性 / 病变,间质性 / 肺病 / ## / 肺病
胸 / 56 / 脂肪瘤,脂肪瘤 / ## / 脂肪瘤
右 / 锁骨 / 下 / 动脉 / 椎动脉 / 起始 / 处 / 重度 / 狭窄,锁骨 / 下 / 动脉 / 狭窄
支气管 / 扩张 / 并 / 感染 / 右肺 / 中叶 / ##,支气管 / 扩张 / 症 / ## / 肺部 / 感染
子宫颈 / 鳞癌,子宫颈 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌
支气管 / 肺炎 / 轮状病毒 / 肠炎 / 心肌 / 损害,支气管 / 肺炎 / 小叶 / 性肺炎 / ## / 轮状病毒 / 性 / 肠炎 / ## / 心肌 / 损害
胃肠 / 间质 / 瘤 / 术后 / 贫血 / 白细胞 / 减少,胃肠道 / 间质性 / 瘤 / ## / 贫血 / ## / 白细胞 / 减少
双下肢 / 浮肿 / 原因 / 淋巴 / 回流 / 障碍,下肢 / 水肿 / ## / 淋巴 / 回流 / 障碍
听力 / 异常,听 / 功能障碍
右 / 睾丸 / 回缩,回缩 / 睾丸
心衰 / 红皮 / 病 / 嗜 / 酸性 / 粒细胞 / 增多 / 症,嗜酸 / 粒细胞 / 增多 / 综合征 / ## / 红皮 / 病 / ## / 心力衰竭
左侧 / 海马 / 区 / 硬化 / 并 / 萎缩,海马 / 硬化 / 颞叶 / 内侧 / 硬化
颈部 / 粥样 / 硬化 / 伴 / 狭窄,颈动脉 / 狭窄 / ## / 颈动脉 / 粥样 / 硬化
左 / 肘关节 / 肱骨 / 外侧 / 髁 / 陈旧 / 撕脱 / 性骨折,肱骨 / 外 / 髁 / 骨折 / ## / 陈旧性 / 肱骨 / 骨折
右乳 / 外上 / 象限 / 纤维 / 腺瘤,乳腺 / 良性肿瘤 / ## / 纤维 / 腺瘤
继发 / 不孕 / 慢性 / 输卵管 / 管炎 / 盆腔 / 子宫 / 内膜 / 异,继发 / 不孕 / ## / 慢性 / 输卵管炎 / ## / 盆腔 / 子宫 / 内膜 / 异位症
胸 / 腰椎 / 右侧 / 股骨 / 占位,下肢 / 占位 / ## / 脊柱 / 占位
左 / 膝关节 / 创伤性 / OA / 伴 / 强直,单侧 / 膝关节 / 骨性 / 关节病 / ## / 膝关节 / 强硬
肺癌 / 晚期 / 血尿 / 待查,肺 / 恶性肿瘤 / ## / 癌 / ## / 血尿
子宫 / 内膜 / 低 / 分化 / 伴 / 神经 / 内分泌 / 分化腺癌,子宫 / 内膜 / 恶性肿瘤 / ## / 伴有 / 神经 / 内分泌 / 分化腺癌
右上 / 肺鳞状 / 细胞 / 癌 / 介入 / 治疗 / 后,右肺 / 上 / 叶 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌
肝硬化 / 乙肝,乙型肝炎 / 肝硬化
1 / 空 / 蝶鞍 / 2 / 脑缺血 / 脱髓鞘,脱髓鞘 / 性 / 脑病 / ## / 脑血管 / 供血 / 不足
右足 / 瘢痕 / 挛缩,瘢痕 / 挛缩 / ## / 足部 / 瘢痕
会阴 / 体 / 陈旧性 / 裂伤,陈旧性 / 会阴 / 裂伤
胸膜 / 膈 / 肌 / 钙化 / 斑,胸膜 / 钙化 / ## / 肌肉 / 的 / 其他 / 钙化
心律不齐 / 快速 / 型 / 房颤,心律失常 / ## / 心房颤动 / 心房 / 纤颤
骨关节炎 / 重度,重度 / 骨关节 / 病
高血压病 / 并 / 左房 / 增大,高血压
左肺 / 肺炎,肺炎
胰腺 / 特指 / 疾病 / 胰体 / 良性 / 病变,胰腺 / 其他 / 特指 / 的 / 疾病
左侧 / 髂 / 窝囊 / 性 / 占位,骨盆 / 部 / 囊肿
右 / 第七 / 肋骨 / 增大 / 肋骨 / 异常 / 纤维 / 增殖 / 症,肋骨 / 纤维 / 异常 / 增殖 / 症
男性 / 生殖器官 / 特指 / 疾病,男性 / 生殖器官 / 其他 / 特指 / 的 / 疾患
结肠 / 肝曲 / 管状腺瘤 / 局部 / 上皮 / 中度 / 不 / 典型,结肠 / 肝曲 / 良性肿瘤 / ## / 管状腺瘤
甲状腺 / 未 / 分化 / 癌,甲状腺 / 恶性肿瘤 / ## / 未 / 分化 / 的 / 癌
左 / 支气管 / 支架 / 置入 / 术 / 3,气管 / 支架 / 置入 / 术后
肝脏 / 粘液性 / 囊性 / 肿瘤,肝 / 良性肿瘤 / ## / 粘液性 / 囊瘤
妊娠 / 合并 / 子宫 / 浆膜 / 下 / 肌瘤,妊娠 / 合并 / 子宫 / 肌瘤
左 / 眼睑 / 缺损 / 闭合 / 不全,眼睑 / 闭合 / 不全 / 兔眼
脾区 / 管状腺瘤 / 低 / 级别,管状腺瘤 / ## / 脾 / 良性肿瘤
右室 / 双 / 出口 / 术后,右心室 / 双 / 出口
舌系带 / 矫正术 / 后,舌 / 术后
双侧 / 颈部 / 及 / 颅内 / 动脉 / 多发 / 斑块 / 及 / 狭窄,动脉 / 狭窄 / ## / 颈动脉 / 狭窄
双下肢 / 软组织 / 挫伤,下肢 / 未 / 特指 / 的 / 损伤 / 水平 / 未 / 特指
右侧 / 颞部 / 疖 / 肿 / 粒细胞 / 减少,头部 / 疖 / ## / 中性 / 粒细胞 / 减少 / 症
肾 / 组织 / 轻度 / 病变 / 伴球性 / 硬化 / 75,肾小球 / 硬化
左侧 / 臀部 / 皮脂腺 / 囊肿,皮脂腺 / 囊肿
臀部 / 皮脂腺 / 囊肿 / 感染,皮脂腺 / 囊肿 / ## / 感染
宫颈癌 / 术后 / 放疗 / 后 / 复发,子宫颈 / 恶性肿瘤 / ## / 癌 / ## / 恶性肿瘤 / 术后 / 放疗 / ## / 恶性肿瘤 / 复发
发作 / 性意识 / 不清 / 原因 / 待查 / 心源性,意识 / 障碍
重叠 / 结缔组织 / 综合征,重叠 / 综合征
恶性肿瘤 / 静脉 / 输注 / 化疗 / 药物,化学治疗
1 / 颈部 / 淋巴结 / 肿物 / 待查 / 2 / 支气管炎 / ##,颈 / 淋巴结 / 肿大 / ## / 支气管炎
右侧 / 肾盂 / 输尿管 / 积水,输尿管 / 积水 / ## / 肾积水
Alzheimer / 病 / 混合型,阿尔茨海默 / 病 / 混合型
双肺 / 磨 / 玻璃 / 灶 / 纤维 / 硬结 / 灶,肺 / 诊断 / 性 / 影像 / 异常
右 / 肺癌 / 靶向 / 治疗,右肺 / 恶性肿瘤 / ## / 恶性肿瘤 / 靶向 / 治疗 / ## / 癌
慢性 / 肾衰竭 / CKD,慢性 / 肾衰竭
股骨 / 远端 / 内生 / 软骨 / 瘤,软骨 / 瘤 / 病
右乳 / 4 / 点 / 管状腺瘤,乳腺 / 良性肿瘤 / ## / 管状腺瘤
食管 / 下段 / 低 / 分化 / 鳞癌,食管 / 下 / 三分之一 / 的 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌
鼻 / 和 / 鼻窦 / 特指 / 疾病 / 鼻甲 / 区 / 糜烂,鼻 / 和 / 鼻窦 / 其他 / 特指 / 的 / 疾患
停经 / 293 / 周 / B超 / 提示 / 胎儿 / 鼻骨 / 显示 / 不清,妊娠 / 状态
胃 / 食管 / 结合部 / 中重度 / 异型 / 增生,食管 / 粘膜 / 不 / 典型 / 增生 / ## / 胃粘膜 / 不 / 典型 / 增生
右侧 / 颌下 / 瘢痕,瘢痕
纵膈 / 左 / 肺门 / 淋巴结 / 转移 / 胸膜 / 转移 / 不 / 除外,肺门 / 淋巴结 / 继发 / 恶性肿瘤 / ## / 纵隔 / 淋巴结 / 继发 / 恶性肿瘤 / ## / O / ## / 转移性 / 肿瘤
肝 / 左内叶 / 胆囊 / 窝 / 旁 / 低密度 / 影 / 考虑 / 小 / 囊肿,肝 / 囊肿
血吸虫 / 肝,血吸虫病
手 / 神经 / 受伤,腕 / 和 / 手 / 神经 / 损伤
新生儿 / 法洛 / 四联 / 征,法洛 / 四联 / 症
残角 / 子宫 / 查见 / 胎盘 / 及 / 胎儿,残角 / 子宫 / 妊娠
背部 / 皮下 / 疖肿,皮肤 / 疖肿
阑尾 / 扩张 / 肠管 / 退变 / 坏死,阑尾 / 未 / 特指 / 的 / 疾病 / ## / 肠 / 坏死
宫内 / 感染 / 败血症,败血症
阑尾 / 粪石 / 嵌顿 / 阑尾 / 穿孔,阑尾 / 结石 / ## / 粪便 / 嵌塞
MODS / 肝肾 / 心功能 / 障碍,多 / 脏器 / 功能障碍 / 综合征 / MODS / ## / 肾功能 / 异常 / ## / 肝功能 / 异常 / ## / 心功能 / 不全
皮肤 / 湿疹 / 性 / 癌变,湿疹 / 样癌 / 佩吉特 / 病 / Paget / 病
齿状 / 突骨 / 不连伴 / 不 / 全瘫,骨折 / 不 / 连接 / 假 / 关节 / ## / 不完全性 / 瘫痪
食欲 / 欠佳,食欲不振
淋巴结 / Castelman / 病,Castleman / 病
椎管 / 内 / 病变 / 伴 / 截瘫,截瘫 / 双下肢 / 瘫痪
右 / 下肢 / 多形性 / 未 / 分化 / 肉瘤,肉瘤 / ## / 下肢 / 恶性肿瘤
右 / 尺骨 / 冠突 / 鹰嘴 / 撕脱 / 性骨折,尺骨 / 鹰嘴 / 骨折 / ## / 尺骨 / 冠突 / 骨折
直肠 / 腺癌 / 根治术 / 后 / pT2N0M0,直肠 / 术后 / ## / 直肠 / 恶性肿瘤 / ## / 腺癌
双侧 / 颈内 / 动脉 / 支架 / 植入术 / 后,周围 / 血管 / 支架 / 植入术 / 后 / 状态
妊 / 5 / 产 / 2 / 妊 / 326 / 周 / 臀头位,妊娠 / 状态
左足 / 跟腱 / 撕脱 / 性骨折,跟 / 骨 / 骨折
左手 / 腕部 / 扭转,腕关节 / 扭伤
乙状结肠 / 管状 / 腺癌 / 术后,乙状结肠 / 恶性肿瘤 / ## / 管状 / 腺癌 / ## / 结肠 / 术后
急性 / 脑梗死 / 右侧 / 颞顶 / 枕叶 / 梗死,脑梗死 / ## / 多发性 / 脑梗死
双侧 / 基底节 / 区腔隙 / 灶 / 老年性 / 脑 / 改变,腔隙性 / 脑梗死
支气管 / 哮喘 / 并 / 感染,支气管 / 哮喘 / ## / 感染
食管 / 胃 / 交界 / 腺癌 / 放化疗 / 血小板 / 降低 / 白细胞 / 降低 / 化疗 / HER21PDL1 / 强约 / 10EGFR3MSS,食管 / 胃 / 连接 / 部 / 恶性肿瘤 / ## / 腺癌 / ## / 恶性肿瘤 / 放疗 / ## / 化学治疗 / ## / 血小板 / 减少 / ## / 白细胞 / 减少 / ## / 化学治疗
胃角 / 早期 / 胃癌,胃 / 恶性肿瘤 / ## / 癌
创伤 / 后 / 头痛,头痛
颅内 / 及 / 颈部 / 动脉 / 多发 / 斑块 / 及 / 狭窄,动脉 / 狭窄 / ## / 颈动脉 / 狭窄
宫腔 / 赘 / 生物 / 宫颈 / 管赘 / 生物,子宫 / 息肉 / ## / 子宫颈 / 息肉
慢性 / 肺部 / 疾病 / 合并 / 肺心病,肺病 / ## / 肺源性 / 心脏病
咽部 / 异物 / 划伤,咽内 / 异物 / ## / 咽喉 / 损伤
重型 / 颅脑 / 损伤 / 术后 / 2 / 颅内 / 感染,颅内 / 损伤 / ## / 脑 / 术后 / ## / 颅内 / 感染
门静脉 / 海绵状 / 变性,门静脉 / 海绵 / 样变
左耳 / 化脓性 / 中耳炎,化脓性 / 中耳炎
肺上 / 叶 / 支气管 / 恶性肿瘤,支气管 / 恶性肿瘤 / ## / 肺上 / 叶 / 恶性肿瘤
直肠 / 肿物 / 性质 / 待查,直肠 / 肿物
右 / 肾癌 / 不 / 除外,肾 / 恶性肿瘤 / ## / 癌
右侧 / 乳腺癌 / 术后 / 化疗 / 重度 / 骨质 / 疏松 / 骨折 / 消肿止痛 / 右 / 锁骨 / 上 / 淋巴结 / 转移 / 关节痛 / 失眠,乳腺 / 术后 / ## / 乳腺 / 恶性肿瘤 / ## / 恶性肿瘤 / 术后 / 化疗 / ## / 重度 / 骨质 / 疏松 / ## / 骨折 / ## / 锁骨 / 上 / 淋巴结 / 继发 / 恶性肿瘤 / ## / 关节痛 / ## / 失眠 / ## / 癌
特指 / 器官 / 后天性 / 缺失 / 左手 / 第 / 2,后天性 / 单侧 / 手指 / 缺失
结肠 / 毛细血管 / 扩张 / 症,胃肠道 / 毛细血管 / 扩张 / 症
妊娠 / 合并 / 亚 / 临床 / 甲状腺 / 机能减退,妊娠 / 状态 / ## / 甲状腺 / 功能 / 减退
右腕 / 狗 / 抓伤,被 / 狗 / 抓伤 / ## / 腕部 / 开放性 / 损伤
右眼 / 视网膜 / 破裂 / 并 / 失明,视网膜 / 破裂 / ## / 单眼 / 盲
双眼 / 视网膜 / 脉络膜 / 病变,分类 / 于 / 他 / 处 / 的 / 疾病 / 引起 / 的 / 脉络膜 / 视网膜 / 疾患
结肠 / 中 / 分化腺癌 / 根治术 / 后 / PT4N1M0 / 盆腔 / 转移,结肠 / 术后 / ## / 结肠 / 恶性肿瘤 / ## / 腺癌 / ## / 盆腔 / 继发 / 恶性肿瘤 / ## / 转移性 / 粘液腺癌 / ## / 淋巴结 / 继发 / 恶性肿瘤
右侧 / 胫后 / 肌腱 / 钙化,肌腱 / 钙化
宫颈 / 激光 / 术后,宫颈 / 术后
白质 / 脑病 / 病因 / 不清 / 中毒 / 可能 / 大,脑 / 白质 / 病 / ## / 中 / 毒性 / 脑病
腹部 / 手术 / 后 / 乏力,乏力
宫颈 / 中 / 分化腺癌 / IB1 / 期,子宫颈 / 恶性肿瘤 / ## / 腺癌
左肩 / 胸部 / 梭形 / 细胞 / 瘤,胸部 / 肿瘤 / ## / 肩部 / 肿瘤
纵膈 / 积气 / 积血,纵隔 / 气肿 / ## / 纵隔 / 血肿
上 / 感急支,上呼吸道 / 感染 / ## / 急性 / 支气管炎
多 / 饮 / 多 / 尿 / 待查,多尿 / ## / 多 / 饮
纯 / 红细胞 / 再生 / 障碍,纯 / 红细胞 / 再生 / 障碍性 / 贫血
特指 / 手术 / 后 / 状态 / 双下肢 / 大隐 / 静脉曲张 / 术后,大隐 / 静脉曲张 / ## / 静脉曲张 / 术后
病毒性 / 肝炎 / 乙型 / 慢性 / 重型,病毒性 / 肝炎 / 乙型 / 慢性 / 重度
发作 / 性 / 右侧 / 面部 / 麻木 / 伴右 / 上肢 / 活动 / 不利 / 待查,运动障碍
大腿 / 神经纤维 / 瘤,神经纤维 / 瘤 / 病 / VonRecklinghausen / 病
耳廓 / 纤维 / 溜病,纤维瘤 / 病
颈 / 肌 / 抽搐 / 查因,不 / 自主运动
血脂高 / 血脂高,高脂血症
2 / 型 / 糖尿病 / 可能性 / 大 / 糖尿病 / 酮症 / 酸中毒,2 / 型 / 糖尿病 / ## / 2 / 型 / 糖尿病 / 性 / 酮症 / 酸中毒
阴道 / 前壁 / 脱出 / II / 度 / 子宫 / 脱出 / I / 度,子宫 / 脱垂 / I / 度 / ## / 阴道 / 前壁 / 脱垂
双侧 / 髌骨 / 骨质 / 破坏 / 痛风性,骨质 / 破坏 / ## / 痛风
右侧 / 足 / 背 / 软组织 / 劳损,足 / 的 / 其他 / 和 / 未 / 特指 / 部位 / 的 / 扭伤 / 和 / 劳损
右侧 / 鼻咽 / 分化 / 型 / 非 / 角化 / 型 / 鼻咽癌,鼻咽 / 恶性肿瘤
胸 / 57 / 椎体 / 病变 / 并 / 不 / 全瘫,颈椎病 / ## / 不完全性 / 瘫痪
降 / 结肠 / 低 / 级别 / 管状腺瘤,降 / 结肠 / 良性肿瘤 / ## / 管状腺瘤
右上 / 肺 / CA,右肺 / 上 / 叶 / 恶性肿瘤 / ## / 癌
多发 / 颌面部 / 骨折,面骨 / 多发性 / 骨折
缺钙 / 背部 / 疼痛,背痛
新生儿 / 基底节 / 阴影 / 待查,头部 / 诊断 / 性 / 检查 / 异常
右 / 下肢 / 神经 / 鞘瘤,下肢 / 周围神经 / 和 / 自主神经 / 良性肿瘤 / ## / 神经 / 鞘瘤
右肺 / 腺癌 / IV / 期 / 疼痛 / 特发性 / 肺 / 间质 / 纤维化 / 2 / 型 / 糖尿病 / 高血压病 / 甲状腺 / 结节 / 胆囊结石 / 伴 / 胆囊炎 / 便秘,右肺 / 恶性肿瘤 / ## / 疼痛 / ## / 腺癌 / ## / 特发性 / 肺 / 间质 / 纤维化 / ## / 2 / 型 / 糖尿病 / ## / 高血压 / ## / O / ## / 胆囊结石 / 伴 / 胆囊炎 / ## / 便秘
女性 / 乳腺癌,乳腺 / 恶性肿瘤 / ## / 癌
子宫 / 平滑肌 / 瘤 / 伴 / 腺瘤 / 样瘤性 / 平滑肌 / 瘤 / 和 / 腺 / 肌症 / ## / 增生 / 期 / 样子 / 宫 / 内膜 / ## / 慢性 / 宫颈炎,子宫 / 平滑肌 / 瘤 / ## / 子宫 / 平滑肌 / 瘤 / ## / 子宫 / 肌腺症 / ## / 子宫 / 内膜 / 增生 / ## / 慢性子 / 宫颈炎
左 / 拇指 / 掌 / 指关节 / 撕脱 / 性骨折,拇指 / 骨折 / ## / 手部 / 关节 / 骨折
颅 / 高压 / 综合症,颅内 / 压 / 增高
低血糖 / 病 / 胰腺 / 内分泌 / 病,低血糖症
哮喘 / 慢支 / 肺气肿 / ## / 肺部 / 感染 / 动脉硬化 / ##,支气管 / 哮喘 / ## / 慢性 / 支气管炎 / ## / 肺气肿 / ## / 肺部 / 感染 / ## / 动脉硬化
双侧 / 视神经 / 发育不全,视神经 / 发育不良
前次 / 手术 / 后 / 子宫 / 瘢痕,子宫 / 术后 / ## / 瘢痕 / 子宫
房室 / 阻滞,房室 / 传导 / 阻滞
直肠癌 / 术后 / 腰痛 / 失眠 / 高血压 / 冠状动脉 / 性 / 心脏病,直肠 / 术后 / ## / 直肠 / 恶性肿瘤 / ## / 癌 / ## / 腰痛 / ## / 失眠 / ## / 高血压 / ## / 冠状动脉 / 性 / 心脏病
枕叶 / 异常 / 密度 / 影,颅骨 / 和 / 头 / 诊断 / 性 / 影像 / 检查 / 的 / 异常 / 所 / 见 / 不可 / 归类 / 在 / 他 / 处者
肝脏 / 转移 / 化疗 / 白细胞 / 低下 / 尿路感染 / 肝功能,肝 / 继发 / 恶性肿瘤 / ## / 化学治疗 / ## / 白细胞 / 减少 / ## / 泌尿系 / 感染 / ## / 转移性 / 肿瘤
胸腹 / 主动脉 / 动脉瘤,胸腹 / 主动脉瘤
急性 / T / 髓 / 混合 / 细胞 / 性 / 白血病,T / 淋巴细胞 / 和髓系 / 混合 / 表型 / 急性 / 白血病
左 / 舟骨 / 月 / 骨 / 无菌 / 性 / 坏死,月 / 骨 / 缺血性 / 坏死 / ## / 骨 / 缺血性 / 坏死
癌 / 化学治疗 / 后 / 的 / 随诊 / 检查,癌 / ## / 恶性肿瘤 / 放射治疗 / 后 / 的 / 随诊 / 检查
鞘 / 膜 / 瘤,神经 / 鞘 / 膜 / 瘤
左眼 / 视网膜 / 脉络膜 / 缺血性 / 病变 / 病,脉络膜 / 缺血 / ## / 视网膜 / 动脉 / 供血 / 不足
